"CDACRB","ACCIRB","ACGSRB","ANNORB","MIDERB","FLA2RB","CNGRRB","FLA4RB","TSMDRB","CDMGMRB","ASCCMRB","PRRARB","UMACRB","NGFTRB","LMIRRB","QNCORB","TSUPRB","RIGAMRB","TSINRB","PDAARB","PRIDRB","PROGRB","QTLTRB","TPSTRB","NRRIRB","DSMDRB","IDSDRB","CDPRRB","TPMORB","NSRGMRB","DTMORB","CONTRB","ERRORB","CDARRB","GRADRB","IDRGRB","ISOTRB","PDAURB","NOTERB","ISOFRB","CAMORB","ARCUMRB","DTDORB","ARRARB","FLA1RB","IDCARB","TPRIRB","NDOCRB","FLA3RB","FLA5RB","TPRORB","TDOCRB","PFISRB","PRFLRB","DTOPMRB","QTKGRB","PRDERB","DERIRB","CDDTMRB","NRCORB","FLUSRB","ANIDRB","STATRB","DTIVRB","UTMDRB","CLASRB","NROPMRB","ITEDRB","ILDARB","STDFRB","DNSARB","LMFRRB","TAABRB","UTINRB","TPRERB","PROTRB","PRSTRB","CDPERB","NDACRB"
"IT00VIO00017A","0.00","-251.14","2022","IT00VIO00017A","","DEPOSITO","","2022-09-27 10:36:24.283540","001","","","L","","0.000","0.000","2022-11-28 16:42:44.555899","1","2022-09-27 10:42:13.421000","2","0","76","15022.955","S","55","BERGOIL OLIMDA","3","E43027101946","C","0","20220927","","Calcolo eseguito con successo","JR_OL_GESTITOKG","48.57","19","","1","","IT","107","21ITVIO00017A00044840","20211230","0","","","","21ITVIO00017A00044840","","","Z","ROR","002","2","20220927","13220.200","IT","","01","0","182N1128.CAB","0","S","20200210","WRKJEXP","01","999","251.14","PROIT00VIO00017A007E","S","0.8800","0.000","","WRKJEXP","M","M-PROVA","11","",""
"IT00VIB00003C","0.50","0.00","2018","445456123136456","","DEPOSITO","","2019-09-19 17:41:25.168354","005","","12","","S","0.000","2.000","2019-09-30 09:20:56.379144","1","2019-09-19 17:48:01.985000","0","0","133","10.000","C","94","","0","E43027101947","S","0","20190919","","Calcolo eseguito con successo","JR_OL_COMBCIND4","2.00","0","","0","Scontrino per prova estrazione JAVA","IT","024","","20190919","2019","","","","B                 716","","","O","SCF","001","142","20190919","15.000","SE","S","01","5","182N0930.CAB","0","R","20210326","WRKJEXP","01","99982","0.00","","","0.0000","0.000","","WRKJEXP","M","A17935","0","",""
"IT00VIB00003C","0.58","0.00","2018","445456123136456","","*CONSUMO*","","2019-09-19 17:41:25.299826","005","","","","","0.000","2.400","2019-09-30 09:20:56.379144","2","2019-09-19 17:48:02.125000","0","0","135","18.000","C","95","","0","E44027102017  S137","S","0","20190919","","Calcolo eseguito con successo","JR_OL_COMBCOND1","2.00","0","","0","Scontrino per prova estrazione JAVA","IT","024","","20190919","0","","","","B                 716","","","H","SCF","001","144","20190919","22.500","SE","","01","8","182N0930.CAB","0","R","20210326","WRKJEXP","04","99982","0.00","","","0.8921","0.000","","WRKJEXP","M","A17935","0","",""
"IT00VIB00003C","0.58","0.00","2018","445456123136456","","DEPOSITO","","2019-09-19 17:41:25.323728","005","","12","","S","0.000","2.400","2019-09-30 09:20:56.379144","2","2019-09-19 17:48:02.125000","0","0","135","18.000","C","95","","0","E44027102017  S137","S","0","20190919","","Calcolo eseguito con successo","JR_OL_COMBCOND1","2.00","0","","0","Scontrino per prova estrazione JAVA","IT","024","","20190919","2019","","","","B                 716","","","H","SCF","001","144","20190919","22.500","SE","S","01","8","182N0930.CAB","0","R","20210326","WRKJEXP","04","99982","0.00","","","0.8921","0.000","","WRKJEXP","M","A17935","0","",""
"ITJROLIMDC123","0.00","0.00","2020","FES","","","","2020-08-04 17:27:11.580430","","","","","","0.000","0.000","","0","2020-08-04 17:14:46.203815","0","0","105","0.000","S","37","","0","27079100","S","0","20200824","","","","0.00","0","","0","","","034","","20200804","0","","","","12","","","","DDT","003","0","0","0.000","DE","","","0","","0","","0","WRKJEXP","","0","0.00","","","0.0000","0.000","","WRKJEXP","M","JR2020/M","0","",""
"IT00VIB00003C","0.00","-1.00","2019","IT00MIO00338B","","TRASPORTO","","2019-10-09 11:29:12.535358","","","12","L","","0.000","2.000","0001-01-01 00:00:00.000000","1","2019-10-09 11:36:03.063000","0","0","117","20.000","C","53","SYNECO SPA","0","E43027101947","S","0","20191009","","Calcolo eseguito con successo","JR_OL_COMBCIND4","2.00","16","IT","0","Cancellazione record","IT","016","JR337","20191009","2019","","","","JR337","","","O","DAA","002","7","20191009","19.740","IT","","01","10","182N1028.CAC","0","R","20190829","WRKJEXP","07","99994","1.00","","","0.9870","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","IT00MIO00338B","","DEPOSITO","","2019-10-09 11:29:12.554349","005","","12","","S","0.000","2.000","0001-01-01 00:00:00.000000","1","2019-10-09 11:36:03.063000","0","0","117","20.000","C","53","SYNECO SPA","0","E43027101947","S","0","20191009","","Calcolo eseguito con successo","JR_OL_COMBCIND4","2.00","0","","0","Cancellazione record","IT","016","JR337","20191009","2019","","","","JR337","","","O","DAA","002","7","20191009","19.740","IT","S","01","10","182N1028.CAC","0","R","20210326","WRKJEXP","01","99994","0.00","","","0.9870","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","-1.15","2019","IT00MIO00338B","","TRASPORTO","","2019-10-09 11:29:12.663022","","","12","L","","0.000","2.400","0001-01-01 00:00:00.000000","1","2019-10-09 11:36:03.198000","0","0","119","36.000","C","54","SYNECO SPA","0","E44027102017  S137","S","0","20191009","","Calcolo eseguito con successo","JR_OL_COMBCOND1","2.00","14","IT","0","Cancellazione record","IT","016","JR337","20191009","2019","","","","JR337","","","H","DAA","002","8","20191009","32.116","IT","","01","15","182N1028.CAC","0","R","20190822","WRKJEXP","04","99994","1.15","","","0.8921","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","IT00MIO00338B","","DEPOSITO","","2019-10-09 11:29:12.677110","005","","12","","S","0.000","2.400","0001-01-01 00:00:00.000000","1","2019-10-09 11:36:03.198000","0","0","119","36.000","C","54","SYNECO SPA","0","E44027102017  S137","S","0","20191009","","Calcolo eseguito con successo","JR_OL_COMBCOND1","2.00","0","","0","Cancellazione record","IT","016","JR337","20191009","2019","","","","JR337","","","H","DAA","002","8","20191009","32.116","IT","S","01","15","182N1028.CAC","0","R","20210326","WRKJEXP","04","99994","0.00","","","0.8921","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","-13.25","2019","IT00MIO00338B","","TRASPORTO","","2019-10-09 11:29:12.732519","","","12","L","","0.000","1.000","0001-01-01 00:00:00.000000","1","2019-10-09 11:36:03.271000","0","0","121","10.000","C","55","SYNECO SPA","0","E45027101921","S","0","20191009","","Calcolo eseguito con successo","JR_OL_COMBCOND2","53.00","16","IT","0","Cancellazione record","IT","016","JR337","20191009","2019","","","","JR337","","","O","DAA","002","9","20191009","9.500","IT","","01","10","182N1028.CAC","0","R","20190829","WRKJEXP","07","99994","13.25","","","0.9500","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","IT00MIO00338B","","DEPOSITO","","2019-10-09 11:29:12.742952","005","","12","","S","0.000","1.000","0001-01-01 00:00:00.000000","1","2019-10-09 11:36:03.271000","0","0","121","10.000","C","55","SYNECO SPA","0","E45027101921","S","0","20191009","","Calcolo eseguito con successo","JR_OL_COMBCOND2","53.00","0","","0","Cancellazione record","IT","016","JR337","20191009","2019","","","","JR337","","","O","DAA","002","9","20191009","9.500","IT","S","01","10","182N1028.CAC","0","R","20210326","WRKJEXP","01","99994","0.00","","","0.9500","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","","","DEPOSITO","","2019-10-09 12:19:54.611987","","","12","","","0.000","0.000","2019-10-09 12:22:00.127578","0","2019-10-09 12:19:02.568955","0","0","129","10.000","S","52","","0","E92038249996  S163","S","0","20191009","","","","0.00","0","","0","","","024","","0","2019","","","","","","","","SCF","001","14","0","10.000","IT","","","0","182N1009.CAG","0","R","0","WRKJEXP","","0","1.00","","","1.0000","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","","","DEPOSITO","","2019-10-02 11:18:40.427195","005","","12","","","0.000","2.000","2019-10-02 11:50:54.735386","1","2019-10-02 11:25:26.113000","0","0","1","10.000","C","1","","0","E43027101947","C","0","20191002","","Calcolo eseguito con successo","JR_OL_COMBCIND4","2.00","0","","0","jkjk","IT","109","","20191002","2019","","","","990 1","","","O","VIA","002","19","20191002","15.000","","","01","5","182N1002.CAE","0","R","20210326","WRKJEXP","01","990","0.00","","","0.0000","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","","","DEPOSITO","","2019-10-02 11:18:40.527888","005","","12","","","0.000","2.400","2019-10-02 11:50:54.735386","5","2019-10-02 11:25:26.220000","0","0","3","12.000","C","2","","0","E44027102017  S137","C","0","20191002","","Calcolo eseguito con successo","JR_OL_COMBCOND1","2.00","0","","0","jkjk","IT","109","","20191002","2019","","","","990 5","","","H","VIA","002","20","20191002","15.000","","","01","5","182N1002.CAE","0","R","20210326","WRKJEXP","04","990","0.00","","","0.8921","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.00","0.00","2019","","","DEPOSITO","","2019-10-02 11:18:40.578973","005","","12","","","0.000","1.000","2019-10-02 11:50:54.735386","4","2019-10-02 11:25:26.272000","0","0","5","10.000","C","3","","0","E45027101921","C","0","20191002","","Calcolo eseguito con successo","JR_OL_COMBCOND2","53.00","0","","0","jkjk","IT","109","","20191002","2019","","","","990 4","","","O","VIA","002","21","20191002","15.000","","","01","10","182N1002.CAE","0","R","20210326","WRKJEXP","01","990","0.00","","","0.9500","0.000","","WRKJEXP","M","A6666","0","",""
"IT00VIB00003C","0.50","0.00","2018","","","DEPOSITO","","2019-09-19 15:23:41.090546","005","","12","","","0.000","2.000","2019-09-30 09:20:56.379144","1","2019-09-19 15:30:17.816000","0","0","87","10.000","C","60","","0","E43027101947","C","0","20190918","","Calcolo eseguito con successo","JR_OL_COMBCIND4","2.00","0","","0","","IT","109","","20190918","2019","","","","993 1","","","O","VIA","002","80","20190918","15.000","","","01","5","182N0930.CAB","0","R","20210326","WRKJEXP","01","993","0.00","","","0.0000","0.000","","WRKJEXP","M","A17935","0","",""
"IT00VIB00003C","0.38","0.00","2018","","","DEPOSITO","","2019-09-19 15:23:41.251166","005","","12","","","0.000","2.400","2019-09-30 09:20:56.379144","2","2019-09-19 15:30:18.016000","0","0","89","12.000","C","74","","0","E44027102017  S137","C","0","20190918","","Calcolo eseguito con successo","JR_OL_COMBCOND1","2.00","0","","0","","IT","109","","20190918","2019","","","","993 2","","","H","VIA","002","82","20190918","15.000","","","01","5","182N0930.CAB","0","R","20210326","WRKJEXP","04","993","0.00","","","0.8921","0.000","","WRKJEXP","M","A17935","0","",""
"IT00VIB00003C","13.25","0.00","2018","","","DEPOSITO","","2019-09-19 15:23:41.321889","005","","12","","","0.000","1.000","2019-09-30 09:20:56.379144","3","2019-09-19 15:30:18.093000","0","0","91","10.000","C","75","","0","E45027101921","C","0","20190918","","Calcolo eseguito con successo","JR_OL_COMBCOND2","53.00","0","","0","","IT","109","","20190918","2019","","","","993 3","","","O","VIA","002","84","20190918","15.000","","","01","10","182N0930.CAB","0","R","20210326","WRKJEXP","01","993","0.00","","","0.9500","0.000","","WRKJEXP","M","A17935","0","",""
"IT00VIB00003C","0.50","0.00","2018","","","DEPOSITO","","2019-09-19 15:23:41.377169","005","","12","","","0.000","1.000","2019-09-30 09:20:56.379144","4","2019-09-19 15:30:18.146000","0","0","93","10.000","C","76","","0","E48027101221","C","0","20190918","","Calcolo eseguito con successo","JR_OL_COMBCOND3","2.00","0","","0","","IT","109","","20190918","2019","","","","993 4","","","O","VIA","002","86","20190918","20.000","","","01","10","182N0930.CAB","0","R","20210326","WRKJEXP","01","993","0.00","","","0.9500","0.000","","WRKJEXP","M","A17935","0","",""
